Sample:float;Data:float
"0.0";"29401.0"
"187.5";"28705.960960190372"
"375.0";"26975.670607165575"
"562.5";"25961.36137882374"
"750.0";"29970.17204054283"
"937.5";"72408.93021187198"
"1125.0";"11659.679181091786"
"1312.5";"13561.363249944761"
"1500.0";"19790.120496358093"
"1687.5";"23344.292516441827"
"1875.0";"25096.990155883093"
"2062.5";"25360.555955563104"
"2250.0";"24459.553103724724"
"2437.5";"23256.83295207358"
"2625.0";"21938.822245366508"
"2812.5";"21246.314652716726"
"3000.0";"21094.719050528904"
"3187.5";"20689.484843972557"
"3375.0";"21213.34345828561"
"3562.5";"21179.51841725399"
"3750.0";"20934.776648863288"
"3937.5";"20364.047782449157"
"4125.0";"19802.17465760462"
"4312.5";"19475.72622778487"
"4500.0";"19397.36132972759"
"4687.5";"19374.20286649135"
"4875.0";"19374.2397218111"
"5062.5";"19145.07802121888"
"5250.0";"18839.1416815279"
"5437.5";"18311.219973962445"
"5625.0";"17986.264611751558"
"5812.5";"17811.028549184124"
"6000.0";"18008.501182483527"
"6187.5";"18106.337303313318"
"6375.0";"18381.9515382582"
"6562.5";"18467.51799016856"
"6750.0";"18377.828146725853"
"6937.5";"18222.64071320155"
"7125.0";"18140.794889188357"
"7312.5";"18185.43801084194"
"7500.0";"18283.5859379917"
"7687.5";"18434.042950322124"
"7875.0";"18256.93496548879"
"8062.5";"18043.794239008304"
"8250.0";"17748.504809752838"
"8437.5";"17625.2707857016"
"8625.0";"17646.52658558646"
"8812.5";"17726.376330601248"
"9000.0";"17799.053915189008"
"9187.5";"17845.19691267152"
"9375.0";"17946.585165779357"
"9562.5";"18088.696331955885"
"9750.0";"18251.84210283248"
"9937.5";"18396.405763355102"
"10125.0";"18559.525133598152"
"10312.5";"18737.609420346056"
"10500.0";"18937.23642084923"
"10687.5";"19134.876243282026"
"10875.0";"19307.12456566034"
"11062.5";"19514.876582496858"
"11250.0";"19710.999639821188"
"11437.5";"19919.21956554721"
"11625.0";"20112.011417702088"
"11812.5";"20300.958232682344"
"12000.0";"20487.49328248822"
"12187.5";"20676.215883576057"
"12375.0";"20861.47938581676"
"12562.5";"21030.64218241102"
"12750.0";"21184.227963726345"
"12937.5";"21328.6224795454"
"13125.0";"21452.443806318093"
"13312.5";"21573.02463219056"
"13500.0";"21677.794121547722"
"13687.5";"21781.494599925096"
"13875.0";"21878.96776069517"
"14062.5";"21950.16959558846"
"14250.0";"22012.348227871214"
"14437.5";"22038.33892485969"
"14625.0";"22065.55361449218"
"14812.5";"22077.253083392767"
"15000.0";"22087.16666359032"
"15187.5";"22073.062142147184"
"15375.0";"22060.936410520608"
"15562.5";"22036.409911312432"
"15750.0";"21993.312452959766"
"15937.5";"21941.444810961242"
"16125.0";"21881.427448481354"
"16312.5";"21808.729891855848"
"16500.0";"21739.252622079868"
"16687.5";"21652.73561390527"
"16875.0";"21551.260984612873"
"17062.5";"21467.15137790871"
"17250.0";"21381.2405827014"
"17437.5";"21284.005227944843"
"17625.0";"21165.840399120072"
"17812.5";"21049.014505138803"
"18000.0";"20950.261744438645"
"18187.5";"20866.67084867041"
"18375.0";"20779.169805939415"
"18562.5";"20667.1863263873"
"18750.0";"20528.154017357203"
"18937.5";"20346.82786626286"
"19125.0";"20432.31942468942"
"19312.5";"20364.77034483097"
"19500.0";"20316.019129497403"
"19687.5";"20247.542671492058"
"19875.0";"20177.902069289292"
"20062.5";"20121.265063096926"
"20250.0";"20087.10802541935"
"20437.5";"20056.636067221072"
"20625.0";"20027.751347437654"
"20812.5";"19989.31352460178"
"21000.0";"19984.32617523624"
"21187.5";"19960.521257977805"
"21375.0";"19959.526534377594"
"21562.5";"19954.806866827254"
"21750.0";"19944.117468846176"
"21937.5";"19951.566652334808"
"22125.0";"19954.100040708898"
"22312.5";"19950.17338844649"
"22500.0";"19960.024507991697"
"22687.5";"19968.206790312714"
"22875.0";"19972.1743789517"
"23062.5";"19993.285411679462"
"23250.0";"19991.6959671332"
"23437.5";"19996.01534921405"
"23625.0";"20000.69882391917"
"23812.5";"20005.25596769933"
